3,5
4,5
5,5
6,5
7,5
8,5
44,5
45,5
46,5
47,5
48,5
49,5
116,5
117,5
118,5
3,6
4,6
5,6
6,6
7,6
8,6
44,6
45,6
46,6
47,6
48,6
49,6
106,6
107,6
108,6
116,6
117,6
118,6
2,7
3,7
4,7
5,7
6,7
43,7
44,7
45,7
46,7
47,7
106,7
107,7
108,7
116,7
117,7
118,7
2,8
3,8
4,8
43,8
44,8
45,8
106,8
107,8
108,8
116,8
117,8
118,8
2,9
3,9
4,9
43,9
44,9
45,9
106,9
107,9
108,9
116,9
117,9
118,9
0,10
1,10
2,10
3,10
4,10
5,10
6,10
7,10
8,10
10,10
11,10
12,10
13,10
14,10
15,10
16,10
17,10
18,10
25,10
26,10
27,10
28,10
29,10
30,10
31,10
32,10
41,10
42,10
43,10
44,10
45,10
46,10
47,10
48,10
49,10
51,10
52,10
53,10
54,10
55,10
56,10
57,10
58,10
61,10
62,10
63,10
64,10
65,10
66,10
67,10
68,10
75,10
76,10
77,10
78,10
79,10
80,10
81,10
82,10
83,10
84,10
86,10
87,10
88,10
89,10
90,10
91,10
92,10
104,10
105,10
106,10
107,10
108,10
109,10
110,10
111,10
112,10
116,10
117,10
118,10
119,10
120,10
121,10
122,10
123,10
124,10
125,10
133,10
134,10
135,10
136,10
137,10
138,10
139,10
140,10
155,10
156,10
157,10
158,10
159,10
160,10
161,10
162,10
166,10
167,10
168,10
169,10
170,10
171,10
172,10
173,10
174,10
181,10
182,10
183,10
184,10
185,10
186,10
187,10
188,10
189,10
190,10
192,10
193,10
194,10
195,10
196,10
197,10
198,10
206,10
207,10
208,10
209,10
210,10
211,10
212,10
213,10
219,10
220,10
221,10
222,10
223,10
224,10
225,10
226,10
229,10
230,10
231,10
232,10
233,10
234,10
235,10
236,10
237,10
0,11
1,11
2,11
3,11
4,11
5,11
6,11
7,11
8,11
10,11
11,11
12,11
13,11
14,11
15,11
16,11
17,11
18,11
19,11
25,11
26,11
27,11
28,11
29,11
30,11
31,11
32,11
41,11
42,11
43,11
44,11
45,11
46,11
47,11
48,11
49,11
51,11
52,11
53,11
54,11
55,11
56,11
57,11
58,11
60,11
61,11
62,11
63,11
64,11
65,11
66,11
67,11
68,11
69,11
75,11
76,11
77,11
78,11
79,11
80,11
81,11
82,11
83,11
84,11
85,11
86,11
87,11
88,11
89,11
90,11
91,11
92,11
93,11
104,11
105,11
106,11
107,11
108,11
109,11
110,11
111,11
112,11
116,11
117,11
118,11
119,11
120,11
121,11
122,11
123,11
124,11
125,11
126,11
131,11
132,11
133,11
134,11
135,11
136,11
137,11
138,11
139,11
140,11
141,11
153,11
154,11
155,11
156,11
157,11
158,11
159,11
160,11
161,11
162,11
166,11
167,11
168,11
169,11
170,11
171,11
172,11
173,11
174,11
175,11
181,11
182,11
183,11
184,11
185,11
186,11
187,11
188,11
189,11
190,11
191,11
192,11
193,11
194,11
195,11
196,11
197,11
198,11
199,11
204,11
205,11
206,11
207,11
208,11
209,11
210,11
211,11
212,11
213,11
214,11
219,11
220,11
221,11
222,11
223,11
224,11
225,11
226,11
229,11
230,11
231,11
232,11
233,11
234,11
235,11
236,11
237,11
238,11
2,12
3,12
4,12
10,12
11,12
12,12
13,12
14,12
15,12
16,12
17,12
18,12
19,12
25,12
26,12
27,12
28,12
29,12
30,12
43,12
44,12
45,12
51,12
52,12
53,12
54,12
55,12
56,12
60,12
61,12
62,12
63,12
64,12
65,12
66,12
67,12
68,12
69,12
70,12
75,12
76,12
77,12
78,12
79,12
80,12
81,12
82,12
83,12
84,12
85,12
86,12
87,12
88,12
89,12
90,12
91,12
92,12
93,12
94,12
106,12
107,12
108,12
116,12
117,12
118,12
119,12
120,12
121,12
122,12
123,12
124,12
125,12
126,12
131,12
132,12
133,12
134,12
135,12
136,12
137,12
138,12
139,12
140,12
141,12
153,12
154,12
155,12
156,12
157,12
158,12
159,12
160,12
161,12
162,12
166,12
167,12
168,12
169,12
170,12
171,12
172,12
173,12
174,12
175,12
181,12
182,12
183,12
184,12
185,12
186,12
187,12
188,12
189,12
190,12
191,12
192,12
193,12
194,12
195,12
196,12
197,12
198,12
199,12
200,12
204,12
205,12
206,12
207,12
208,12
209,12
210,12
211,12
212,12
213,12
214,12
219,12
220,12
221,12
222,12
223,12
224,12
229,12
230,12
231,12
232,12
233,12
234,12
235,12
236,12
237,12
238,12
2,13
3,13
4,13
17,13
18,13
19,13
20,13
25,13
26,13
27,13
28,13
43,13
44,13
45,13
51,13
52,13
53,13
54,13
59,13
60,13
61,13
62,13
67,13
68,13
69,13
70,13
75,13
76,13
77,13
78,13
83,13
84,13
85,13
86,13
91,13
92,13
93,13
94,13
106,13
107,13
108,13
116,13
117,13
118,13
119,13
124,13
125,13
126,13
127,13
130,13
131,13
132,13
133,13
139,13
140,13
141,13
142,13
152,13
153,13
154,13
155,13
173,13
174,13
175,13
176,13
181,13
182,13
183,13
184,13
189,13
190,13
191,13
192,13
197,13
198,13
199,13
200,13
203,13
204,13
205,13
206,13
212,13
213,13
214,13
215,13
219,13
220,13
221,13
222,13
236,13
237,13
238,13
239,13
2,14
3,14
4,14
18,14
19,14
20,14
25,14
26,14
27,14
43,14
44,14
45,14
51,14
52,14
53,14
59,14
60,14
61,14
62,14
68,14
69,14
70,14
71,14
75,14
76,14
77,14
83,14
84,14
85,14
86,14
92,14
93,14
94,14
106,14
107,14
108,14
116,14
117,14
118,14
124,14
125,14
126,14
127,14
130,14
131,14
132,14
140,14
141,14
142,14
152,14
153,14
154,14
155,14
174,14
175,14
176,14
181,14
182,14
183,14
189,14
190,14
191,14
192,14
198,14
199,14
200,14
203,14
204,14
205,14
213,14
214,14
215,14
219,14
220,14
221,14
237,14
238,14
239,14
2,15
3,15
4,15
11,15
12,15
13,15
14,15
15,15
16,15
17,15
18,15
19,15
20,15
25,15
26,15
27,15
43,15
44,15
45,15
51,15
52,15
53,15
59,15
60,15
61,15
68,15
69,15
70,15
71,15
75,15
76,15
77,15
83,15
84,15
85,15
92,15
93,15
94,15
106,15
107,15
108,15
116,15
117,15
118,15
125,15
126,15
127,15
130,15
131,15
132,15
133,15
134,15
135,15
136,15
137,15
138,15
139,15
140,15
141,15
142,15
152,15
153,15
154,15
167,15
168,15
169,15
170,15
171,15
172,15
173,15
174,15
175,15
176,15
181,15
182,15
183,15
189,15
190,15
191,15
198,15
199,15
200,15
203,15
204,15
205,15
206,15
207,15
208,15
209,15
210,15
211,15
212,15
213,15
214,15
215,15
219,15
220,15
221,15
230,15
231,15
232,15
233,15
234,15
235,15
236,15
237,15
238,15
239,15
2,16
3,16
4,16
10,16
11,16
12,16
13,16
14,16
15,16
16,16
17,16
18,16
19,16
20,16
25,16
26,16
27,16
43,16
44,16
45,16
51,16
52,16
53,16
59,16
60,16
61,16
69,16
70,16
71,16
75,16
76,16
77,16
83,16
84,16
85,16
92,16
93,16
94,16
106,16
107,16
108,16
116,16
117,16
118,16
125,16
126,16
127,16
130,16
131,16
132,16
133,16
134,16
135,16
136,16
137,16
138,16
